seed,L1-1 cover_total_m,L1-1 limestone_share,L1-1 pandurra_m,L1-2 corr_length_km,L1-3 relief_m,L2-1 intensity_per_1e4km2,L2-3 basalt_multiplier,L3-1 p_reduced,L3-2 belt_length_km,L4-1 reach_d_km,L4-2 p_ore,L4-3 ore_multiplier,L5-2 rho_quartzite,L5-2 rho_shale,L5-2 rho_limestone,L5-2 rho_pandurra,L5-2 k_cover,L5-2 res_cover,n_basalt,basalt_frac,reduced_frac,zone_km2,n_ore,Mt_total,contrast,g_n_per_1e4km2,g_amp_median,g_amp_p90,g_width_median_km,g_residual_sd,m_n_per_1e4km2,m_amp_median,m_amp_p90,m_width_median_km,m_residual_sd
1016,229.435966421849,0.0664040986641467,354.88729180151074,25.421330234169016,62.2442050458288,5.872382660033729,16.93504776442005,0.19446186711107133,92.47462843286294,10.900596000980494,0.18220005574482098,1.0471333336235662,2.6737153369091198,2.38640957102752,2.641157793221369,2.4485691657304676,34.26212997533127,165.00840806894146,10,0.03761061946902655,0.19446902654867257,547.0,29,1016.2714046550382,0.3596048559977323,5.740998933814484,2.5184307513436646,3.889733751958129,2.985410660720923,1.1481490427595236,4.675956233049659,323.0906169110939,2411.3354513059776,4.222008245644752,201.1958063845137
1017,560.8088420689326,0.12319978104507219,625.9897737297704,26.24929267033483,10.2924180714149,5.333821605341692,11.409721583988354,0.16762232291672163,49.81210420483402,2.267586823574332,0.16859385948976482,4.568381702991919,2.68052147927503,2.2632471511649492,2.602440183494789,2.4659611624725386,46.8925220139704,1.6243990460443807,7,0.021533923303834808,0.16762536873156342,155.0,3,117.42663873373175,0.37740934713420504,9.021569753137046,2.8944539056113063,3.4135555099811836,8.593479713983122,1.4078277679998896,4.675956233049659,75.21919408469876,488.2127515345601,6.282549314314218,33.39997177669126
1018,405.1082156105708,0.06824386135426631,581.7230828358256,37.087969298698944,79.23627752978913,7.411899610785466,5.91502179361999,0.19981130690186744,65.45227772985879,9.767386783146787,0.299067834550338,3.6999720307352746,2.608261098190414,2.4281312100544645,2.3614553275104924,2.3939214981854473,10.375337285885973,1.9494234715081311,15,0.04424778761061947,0.19985250737463126,1272.0,96,5180.713483889715,0.3697709707582266,6.5611416386451245,2.4447187121470115,4.007535394072772,4.360427718404749,1.225760252482776,5.611147479659591,605.2417225831853,1911.5777825022446,9.0701670549712,149.70430800341896
1019,224.12489213116396,0.059399257184058446,404.4952639418858,37.95532832830679,31.839750674298205,7.6389209798169695,5.568931170647912,0.07512914779505504,67.75625798148675,7.647972941299846,0.2653348128520509,2.860095311397859,2.6288794251395022,2.155996104081702,2.66349215645025,2.473547914765189,33.06475299695696,1.6129037120965894,8,0.022492625368731565,0.07514749262536873,244.0,19,777.5331498491257,0.2895849473407406,6.5611416386451245,2.3751433661828223,3.7834498014844797,3.5637739098980465,1.1605336274809048,2.8055737398297955,806.6874941472917,1502.579337001409,5.641895835477563,76.95405789095337
1020,397.7761166380132,0.04255129219323023,233.15343689772897,31.19957994776068,13.315518328779147,5.472944938399513,9.320974967649208,0.18582736153101936,92.96930171751595,6.001532478869685,0.3173457001453696,3.997219456707596,2.6028592349917297,2.5432244075404986,2.5080003420602015,2.5324741211083097,53.78952377585713,406.8811792642009,5,0.012168141592920354,0.18584070796460178,436.0,31,1584.119870003564,0.2788378909904443,3.2805708193225622,2.309313662606165,2.731809874906863,3.379893237758502,1.0414047230264287,2.8055737398297955,113.44129631167831,357.6071078810159,4.787307364817192,12.696572531649073
1021,299.70630841397906,0.012127711908351263,634.2609585310817,11.992553461536684,26.19784740988567,9.62234913683308,12.95975654191432,0.19393382380576973,60.3568760237867,11.065879268806224,0.29369011344963786,1.2360743872782085,2.6435120567879635,2.5777633471035015,2.462841333241497,2.411846014849741,48.07401159415692,162.4110775059336,10,0.026474926253687317,0.193952802359882,919.0,73,3678.6914645800057,0.3604054140469808,2.4604281144919216,2.235999478601636,2.8836581693511887,2.256758334191025,1.027563806986332,3.7407649864397268,144.77544650043137,234.24852438788378,6.504472835565919,15.098116722988838
1022,120.25278980367163,0.13776251340843715,458.3387246234246,28.28664526989601,77.11619884808178,7.940736115368316,14.402946567847229,0.14498151711193502,37.483735480112735,11.270623076527187,0.19172423060917487,4.496584478434251,2.6861392609201733,2.4501945175562128,2.2811048054453336,2.3618175202795433,56.91296398062264,2.7442779040130154,10,0.0362094395280236,0.14498525073746313,910.0,51,3149.430171262563,0.4548454324541775,4.1007135241532024,2.9353208424245625,5.463647303952699,5.970821321441846,1.289819364171678,7.4815299728794535,204.5124299016196,1614.2615878119136,5.600520036840076,87.68039534244664
1023,282.65715840409257,0.1358848102624015,598.4056546126187,33.287925491499635,123.46534825932815,4.141092455978974,2.490914558756585,0.11682990303619671,92.80124266356962,11.649874892812507,0.18714771148324172,1.6466092491802367,2.630668438828191,2.249822738487785,2.5743079142373064,2.4204127805958775,26.2044464730668,6.96174650390813,2,0.0058997050147492625,0.11688790560471976,76.0,6,1112.7324289419744,0.3671729583285055,5.740998933814484,2.234744429414728,2.385782346692627,2.763953195770684,1.0664262764781214,1.8703824932198634,242.96327263924346,399.88183932204345,6.8836849756666645,18.913718754566435
1024,274.7817451759536,0.03875292150344268,362.1965745969511,41.554988108061885,93.55927811872515,2.3361536406372077,16.068788634625488,0.2530909249073462,89.83777600076867,3.4690256220680666,0.3089680894293141,2.684007941563114,2.6985899335837575,2.326385670702939,2.4617892957084364,2.4229845579909135,38.328116937547826,151.09259032453718,5,0.03893805309734513,0.25309734513274335,312.0,21,816.944024591975,0.3804528969931811,4.1007135241532024,2.5377548936600305,3.1330977684848045,5.046265044040321,1.0390189430503658,2.8055737398297955,515.6797486114054,1407.085520636,9.574614729634384,86.75910362759352
1025,514.1363359693034,0.09435112423878309,271.0194874747944,15.140650511777244,40.29491873766581,7.1478788696971565,12.073629359920265,0.05145263110173591,79.45300209715398,13.133454448457929,0.14917214620735839,4.369912873847567,2.6494035108713296,2.5969650728171287,2.561087037759839,2.3986483582415676,12.176876487367206,238.0339611505013,10,0.056710914454277284,0.05147492625368732,432.0,16,422.643324056735,0.4361049273732607,4.1007135241532024,2.5721962326755277,2.7483866999996125,3.742410318509555,1.0253261317804179,6.546338726269522,392.2253588945597,1002.4202536406387,6.955796338302048,90.09095977107877
1026,201.95385403410648,0.08926758968509814,285.2217196297296,10.588942474621854,85.51386821611385,5.9301397408357,8.372154760859114,0.09317368217716242,91.66088154812729,6.206908294184826,0.28874681737504826,2.752651247969399,2.6937201410344422,2.148453256656833,2.5486383448903283,2.449398475824267,24.974919690880988,236.03175979333005,7,0.026106194690265486,0.09321533923303835,93.0,7,665.8411796322116,0.4440404491282077,6.5611416386451245,2.891948515494933,4.177034622877706,5.917025732138443,1.2077055345224845,3.7407649864397268,219.6769441351098,521.6777033146851,3.363910489615239,15.393300874541412
1027,133.42778693333744,0.08432184651156069,447.5409827659141,10.187069293628225,135.87320217099162,9.935087340506138,7.107960338206437,0.07767344324701835,32.077262234286394,12.696818887866101,0.2223306741933375,3.6976508726558945,2.651641455155998,2.543244555169138,2.3177228233627565,2.3904155208322053,63.94962179589003,157.35128234529444,12,0.03746312684365782,0.07772861356932154,347.0,21,1439.277773058014,0.42225719827431796,4.1007135241532024,2.514879139903973,3.2767233841236765,3.1915382432114616,1.0587279823898696,5.611147479659591,851.3872887598039,1589.385332110659,4.739972662467114,105.33145165629541
1028,511.76211773409074,0.05790246653744474,495.7867271149793,13.389926955094111,125.70363673645055,5.796068524165489,17.755898141131976,0.16077403955257052,86.6375280721089,3.669173610081776,0.2171003081197438,2.0622089004926547,2.614689694489245,2.3431345968589827,2.4004720111343802,2.425224834253599,79.55071847806899,4.454455280698655,7,0.01629793510324484,0.1607669616519174,68.0,5,604.2368928098401,0.4199336384755057,8.201427048306405,2.378504817604024,3.432763293806333,3.803572873465645,1.2889790347202716,2.8055737398297955,135.60737853911166,1489.5859284808091,8.214724333230155,66.39880916694334
1029,521.6531214367121,0.12344041835012695,221.54808284090603,13.446881798344341,55.28024634537151,5.922946453856595,10.13200510492619,0.10932212108987817,112.86348481531141,2.082489472245009,0.28866472538290144,4.482921484668159,2.6202898239594323,2.4077486937792587,2.204612416693054,2.4318822327562186,81.69099334440095,337.9704743930921,10,0.023893805309734513,0.10936578171091445,91.0,6,447.301384018342,0.3394577897290816,3.2805708193225622,2.9040646984496106,3.449506660192684,8.322272573140008,1.1895181429114472,5.611147479659591,106.75704218399679,183.65369820906028,4.360427718404749,11.574996482594523
1030,233.69507894333813,0.00377806468329091,556.0147785265592,25.23054977967207,148.62210179177072,7.5570609684988,6.024989853251397,0.06035647716511548,30.569714819310907,2.1492148336477976,0.22907914350094424,3.958526051591098,2.6291332284238242,2.1920715990789845,2.585009899281879,2.369575297780413,23.033484250188547,237.46304467069442,6,0.02293510324483776,0.060398230088495576,2.0,1,5.7858522149366,0.4477830859023375,3.2805708193225622,2.858006393054072,3.104746713211949,5.108573994933366,1.1403496698382767,3.7407649864397268,157.74810511676617,496.2977712516913,5.752562989156301,27.16614649450464
1031,452.4321189406673,0.14257353407582907,490.0237460466943,29.787103994124887,29.769302109294742,7.6794979595915756,1.9213680551232881,0.12340330889096555,118.41662557796826,0.13266269544536136,0.14774606503012336,1.624075274430612,2.628635223437277,2.566252551708457,2.2436776440506883,2.4436082841422233,79.3768322720383,3.94004267178494,7,0.05125368731563422,0.12345132743362831,0.0,0,0.0,0.3558062494125851,4.1007135241532024,2.4575012918648733,3.4993345078494347,5.292567428401227,1.1155711885113728,2.8055737398297955,160.59063193441023,253.44018374595598,4.918490759365935,9.92206083417007
1032,541.315203021499,0.03520356481728535,636.4633407237544,31.52471760473728,90.21846398396715,4.878021393708032,1.5808533289067508,0.1120721793777167,99.29761925651265,10.925948567439363,0.22040125588293064,2.8589043011175845,2.604639534021865,2.3396973698684747,2.673728625675932,2.4508669779517747,26.348573825799335,156.99896576972168,7,0.03665191740412979,0.11209439528023599,491.0,34,1816.7643995749647,0.3934219999566655,6.5611416386451245,2.8285260249980277,3.2629229967840936,7.567527424113484,1.26284002346119,2.8055737398297955,40.07002264740634,161.9236516008262,7.312732791431452,11.99096439719167
1033,517.5063010228415,0.1309496257829628,603.2498460508544,27.373477665326245,83.29630906586111,9.086705242820585,11.28557524594824,0.12201863834824096,56.824235050630044,3.185143176564225,0.23094078325997938,3.2986481456157293,2.6181267622073507,2.2875701449848354,2.220689067367647,2.4582721317290868,13.849972591281793,715.6668452376541,12,0.025811209439528023,0.12205014749262537,397.0,17,840.1763793593578,0.3387752768376169,4.1007135241532024,2.7908916801466566,3.108421477686499,8.95623198216277,1.3133679801367053,5.611147479659591,115.00676546020608,592.3442038316415,6.275172981960694,35.947923733500254
1034,590.525443286323,0.024165716283646,233.97833500605876,44.01074026054909,126.5479519589832,3.1273219214393846,2.491680320490536,0.08914183988736303,68.436049573981,10.180366507223297,0.32605590419613184,4.816490452472983,2.6291283137083483,2.533487485499745,2.2504662436440235,2.4102375939831795,91.84680153868301,5.05910980189719,1,0.0012536873156342183,0.08915929203539823,189.0,14,309.43660970870627,0.5537668006813896,4.1007135241532024,2.6652403635742394,2.950835947718826,2.763953195770684,1.0947524479542627,0.0,,,,5.08819554252851
1035,273.54742842134544,0.05702006520540447,545.7556165315618,45.65033585781699,78.07079591466983,2.0409165153765487,15.84065460821104,0.17214297077837476,97.15349968228102,3.4995378925873704,0.2875828985571106,2.2621674227495654,2.6258610645561076,2.3669126770260456,2.2206973579197475,2.3795359272285883,24.040245038507585,6.454343615177967,5,0.006489675516224189,0.1721976401179941,92.0,4,89.78941821488259,0.44458413419716303,4.1007135241532024,2.410674377646464,2.963273377594398,3.1915382432114616,1.0436293383264388,3.7407649864397268,86.33353387111282,130.4418767117316,4.307256638172932,7.762044019474564
1036,261.1479095416414,0.1201383004664585,417.547561494899,10.686130337206732,40.47162540598321,4.971413967605783,2.897083769373077,0.2495179620369496,87.91351304789988,14.856619572162424,0.2308347994687701,3.1019207956458525,2.6679347237187594,2.523434532464588,2.2222788529495148,2.3781301794928718,32.138877862099584,1.235418891973688,2,0.018952802359882007,0.24955752212389382,301.0,19,638.7205188139327,0.5312804250656109,2.4604281144919216,2.4409755507885915,2.6924986788515874,2.763953195770684,1.0288749764956437,0.0,,,,5.152051574660204
1037,274.720042951008,0.04635883290181742,466.75545575542657,20.78860518760755,86.90085589713219,8.046476126410907,16.288512325580978,0.26201861157191325,50.3546012322679,4.7762641264635155,0.20351644880617123,4.277097179234594,2.691852557525056,2.599628465786543,2.4688446287713894,2.429120365793605,26.323612830119565,4.591439622300966,10,0.04107669616519174,0.2620206489675516,233.0,16,1552.929775237673,0.3273828838560502,5.740998933814484,2.5199914367876293,2.909579018074892,3.9088200952233594,1.0163605592656322,6.546338726269522,492.30946682204006,1805.8646515379228,6.770275002573076,128.0317796292966
1038,276.8431052692456,0.014778169327862238,372.45298196421624,18.499688472690703,83.58686535738657,6.9834047226323595,13.74863584230072,0.2850572993951389,122.37138440635809,2.801678313641072,0.24340703297157978,2.6243761420840523,2.614691225258977,2.4251409905177974,2.310678100872402,2.4374695725408797,59.81655612447313,9.956511627789212,8,0.03392330383480826,0.2851032448377581,82.0,4,127.95273293575879,0.37307053073349383,4.920856228983843,3.189974595447592,5.544160918317891,7.180824229227326,1.209670830213754,3.7407649864397268,334.5169315837497,677.7745879784578,8.646957843564074,44.14007703693949
1039,537.2749865636188,0.07209316415592908,442.60575489597926,34.080326638240884,104.80516176322406,9.085283281405086,12.356282456153867,0.2156239604554221,102.06981538086397,7.40274790305717,0.17634175155721055,3.4821442666801574,2.613559709265564,2.4103527853722437,2.49840535673878,2.411149425008358,27.550307428454417,5.14105669436065,12,0.05125368731563422,0.21563421828908555,599.0,31,1486.9790955490398,0.39950588365804496,8.201427048306405,2.4339525000530338,3.168814256258291,3.1915382432114616,1.2254212241573186,7.4815299728794535,270.29679144465246,1304.2332520548157,4.6964455957355815,96.92276843195455
1040,518.491323922306,0.11726634318819672,511.7084614674376,29.987718693026363,31.098899129652025,8.64332348204649,15.115048358890638,0.14998132099683725,67.64506010366017,11.030465595348941,0.24294332769027369,2.5883671823132732,2.689074798727803,2.3540998895717866,2.231784761598754,2.44853279923729,34.21791408920786,3.3660370394590124,9,0.037020648967551625,0.15,596.0,30,2372.304465516481,0.3551271009045891,8.201427048306405,2.827804495135603,4.701702043848436,4.931952040561157,1.3958727479036992,5.611147479659591,412.5318196006615,1415.480784091017,4.739972662467114,180.7595033720489
1041,552.6985918970227,0.06024358309770796,587.128572579792,20.41025219269889,99.53207521297276,6.009575303275103,15.725971213689322,0.2260255555697666,128.42785354782546,4.078324293926448,0.2790347912419131,4.065221872329314,2.622337380389036,2.54423907402638,2.541207726804304,2.457844286935197,41.9689725452486,9.188309255784477,4,0.00803834808259587,0.22603244837758113,69.0,1,20.072051314551715,0.36676530922364226,2.4604281144919216,2.609021381436054,3.103617094159697,4.068428945128219,1.0361011173190515,1.8703824932198634,64.19926018003032,68.04425563287604,4.359722317376415,5.9063065634801575
1042,291.5560712762285,0.055831298826040696,452.28960410577554,33.280881683909094,27.691102697619897,6.676845169526436,10.091129859533702,0.2006230421416561,45.89482614213839,0.21997170409192413,0.1502313324051537,4.557499515382448,2.6895641042875367,2.134273026698327,2.402023255499075,2.485605174868634,95.33830464036312,46.95451226581551,11,0.06489675516224189,0.2006637168141593,0.0,0,0.0,0.3138451945929228,7.381284343475764,2.398234967136256,3.005558349629513,2.985410660720923,1.2665905272134008,6.546338726269522,223.24157272867495,959.886797324376,6.076507779746499,84.47802418324154
1043,200.31676620321295,0.015309622498017221,374.41809848104293,40.29240458653678,21.341842319744377,6.721545400438144,6.156374952363063,0.258641287864862,54.86411233823745,11.061965806046404,0.14319401462039352,4.323082848360708,2.650507744450704,2.2283262276398417,2.3110169280538475,2.4403103968546747,37.512857000610616,3.894237154936907,13,0.02920353982300885,0.2586283185840708,1278.0,42,2256.2557701867545,0.36343899631651544,5.740998933814484,2.7671716342251758,3.4553547255960884,3.5682482323055424,1.1095652827958522,6.546338726269522,109.2962060217525,804.8845265614247,3.1915382432114616,38.49589521275808
1044,125.93783199049695,0.12877014045831464,214.04229432707095,44.27725786744751,116.90777060689558,8.349679741003513,12.154807159872755,0.21260599200072205,86.37481364123522,5.036631138989765,0.20565308782505637,2.9036749546082565,2.657163801075049,2.41767628382941,2.5146243649036473,2.4154946426236577,10.111349905721001,88.12150724633958,17,0.07979351032448377,0.21261061946902654,777.0,34,1603.664274301715,0.4267043613094921,4.920856228983843,2.566220704453428,2.8877711883739403,4.916786204428757,1.135865943861709,9.351912466099318,227.43294252471765,2147.1264148401456,3.8863590127690575,158.06710787280358
1045,527.268439014746,0.0453573788365639,515.1104718272095,24.5960029325898,113.18265160151194,6.384951541969895,6.9472206367053735,0.0771110339738852,34.696547525879744,8.961598247790793,0.1812440748919899,3.9292559056599865,2.6018170584061013,2.5908694780469066,2.564270564872026,2.5169172549735244,63.6717553385153,24.285317549800094,5,0.0334070796460177,0.07713864306784661,99.0,2,31.472288555706122,0.2506531316884546,3.2805708193225622,2.469842346523316,3.504133667032602,3.47669286679604,1.0606561944318886,3.7407649864397268,288.3654162342167,737.5725691403875,12.595803193408186,55.032609547618435
1046,162.1983620546536,0.12199396087612692,486.87723892911845,21.25498118506072,46.84593932402652,5.381350992404729,2.8385045893184313,0.2675489549717839,86.17145118351849,12.910557079688337,0.1581964990769883,3.2710594926218866,2.633690132349133,2.180973072834002,2.6263449301899136,2.3935551208983896,36.25275334102356,8.686753960409469,7,0.018510324483775813,0.26755162241887903,625.0,32,2065.582152377968,0.40626721140112254,4.920856228983843,2.4407599810180467,3.2597246820093537,4.624183822060788,1.0832248581974366,3.7407649864397268,182.4036287571801,377.4490607626228,6.937361370764352,17.466626807181505
